Compound,Date,Negative,Neutral,Positive,Source,Text,Tweets Ago
-0.5719,Mon Nov 27 18:46:27 +0000 2017,0.217,0.783,0.0,@CNNnewsroom,"Republican Senator James Lankford thinks Roy Moore should step aside: ""I have no reason to doubt"" Moore's accusers,… https://t.co/pX9KpUpz18",33
0.0,Mon Nov 27 18:40:57 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,"Sen. James Lankford says elected officials should be held to a higher standard, Sen. Franken should go through the… https://t.co/Q1in1aXZ8O",34
-0.1027,Mon Nov 27 18:28:53 +0000 2017,0.104,0.808,0.088,@CNNnewsroom,"RT @CNNPolitics: The Senate GOP's tax plan would increase the deficit by $1.4 trillion over the next 10 years, the Congressional Budget Off…",35
0.3612,Mon Nov 27 18:28:41 +0000 2017,0.0,0.865,0.135,@CNNnewsroom,"Sen. Al Franken apologizes amid groping allegations: ""I know that I've let a lot of people down""… https://t.co/hpAeREf08C",36
-0.3182,Mon Nov 27 18:20:41 +0000 2017,0.103,0.897,0.0,@CNNnewsroom,"RT @CNN: Sen. Al Franken is addressing reporters in the wake of accusations that he groped multiple women.

Live updates: https://t.co/Btsg…",37
0.0,Mon Nov 27 18:13:20 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,RT @CNN: JUST IN: Meghan Markle tells the story of how Prince Harry proposed https://t.co/T3WS8YzVoK https://t.co/Fgh0zLzTgX,38
0.0,Mon Nov 27 16:51:17 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,RT @CNN: The https://t.co/Z3bi2Oh5oJ word of the year for 2017 is... https://t.co/hRGvMphOkO https://t.co/FNFEimfQyJ,39
-0.7003,Mon Nov 27 16:21:53 +0000 2017,0.345,0.655,0.0,@CNNnewsroom,RT @CNNPolitics: Why some victims of sexual harassment can't speak out https://t.co/B0eXG3iwXa https://t.co/tP7BWaNC2v,40
-0.5423,Wed Nov 29 15:27:57 +0000 2017,0.156,0.844,0.0,@CNNnewsroom,"""We're taking the issue of sexual harassment very seriously,"" says House Speaker Paul Ryan at Capitol Hill press br… https://t.co/njrgfP6Ivy",41
0.0,Wed Nov 29 02:02:19 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,"Could tax reform be the first major policy victory for Trump and the GOP? Right now, Sens. Bernie Sanders, Ted Cruz… https://t.co/a20ZxNd0p5",42
0.0,Wed Nov 29 01:12:09 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,#TaxDebate at 9 p.m. ET on CNN: Conservative Sens. @TedCruz and @SenatorTimScott debate liberal Sens.… https://t.co/nk2w4pXyGN,43
0.0,Tue Nov 28 20:36:12 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,The Japanese government believes the North Korean missile flew for more than 50 minutes https://t.co/qP9uZHhB0y https://t.co/AU8aTsWMf6,44
0.2714,Tue Nov 28 20:34:48 +0000 2017,0.0,0.87,0.13,@CNNnewsroom,It's #GivingTuesday! Donate to any of this year's Top 10 #CNNHeroes at https://t.co/HPvauSMeWa OR… https://t.co/BuJx0Do33D,45
-0.5574,Tue Nov 28 18:57:34 +0000 2017,0.247,0.753,0.0,@CNNnewsroom,"BREAKING: North Korea has fired a ballistic missile, South Korea says https://t.co/HnKs88ZE2G https://t.co/gDNiOh8sJx",46
0.0,Tue Nov 28 18:01:17 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,RT @CNN: President Trump arrives on Capitol Hill for lunch with Senate Republicans https://t.co/wwwFwuuWVs https://t.co/0UnBg8inFj,47
-0.2732,Tue Nov 28 17:42:57 +0000 2017,0.091,0.909,0.0,@CNNnewsroom,"Sen. Chuck Schumer: ""If the President and Republicans in Congress set out to pass a middle class tax cut as they cl… https://t.co/yO4D6Mzzvx",48
-0.3182,Tue Nov 28 16:40:31 +0000 2017,0.108,0.892,0.0,@CNNnewsroom,"General Secretary of the Alliance of Colonial Era Tribes: Trump showed ""lack of understanding of what would be insu… https://t.co/MePegM9GLI",49
0.0,Tue Nov 28 16:21:29 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,How do pass-through businesses work? @ChristineRomans breaks it down https://t.co/bLMEwJyhwf,50
-0.34,Mon Nov 27 20:05:39 +0000 2017,0.103,0.897,0.0,@CNNnewsroom,"As Donald Trump criticizes CNN, @bencnn responds: ""I don't do it for the money, I do it because I believe in the im… https://t.co/0vCZ6wSo9J",51
0.4215,Mon Nov 27 19:45:58 +0000 2017,0.0,0.896,0.104,@CNNnewsroom,"RT @CNNPR: For nearly four decades, @CNN has been a constant here in the United States and around the world. Our journalists, in front of a…",52
-0.5719,Mon Nov 27 18:46:27 +0000 2017,0.217,0.783,0.0,@CNNnewsroom,"Republican Senator James Lankford thinks Roy Moore should step aside: ""I have no reason to doubt"" Moore's accusers,… https://t.co/pX9KpUpz18",53
0.0,Mon Nov 27 18:40:57 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,"Sen. James Lankford says elected officials should be held to a higher standard, Sen. Franken should go through the… https://t.co/Q1in1aXZ8O",54
-0.1027,Mon Nov 27 18:28:53 +0000 2017,0.104,0.808,0.088,@CNNnewsroom,"RT @CNNPolitics: The Senate GOP's tax plan would increase the deficit by $1.4 trillion over the next 10 years, the Congressional Budget Off…",55
0.3612,Mon Nov 27 18:28:41 +0000 2017,0.0,0.865,0.135,@CNNnewsroom,"Sen. Al Franken apologizes amid groping allegations: ""I know that I've let a lot of people down""… https://t.co/hpAeREf08C",56
-0.3182,Mon Nov 27 18:20:41 +0000 2017,0.103,0.897,0.0,@CNNnewsroom,"RT @CNN: Sen. Al Franken is addressing reporters in the wake of accusations that he groped multiple women.

Live updates: https://t.co/Btsg…",57
0.0,Mon Nov 27 18:13:20 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,RT @CNN: JUST IN: Meghan Markle tells the story of how Prince Harry proposed https://t.co/T3WS8YzVoK https://t.co/Fgh0zLzTgX,58
0.0,Mon Nov 27 16:51:17 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,RT @CNN: The https://t.co/Z3bi2Oh5oJ word of the year for 2017 is... https://t.co/hRGvMphOkO https://t.co/FNFEimfQyJ,59
-0.7003,Mon Nov 27 16:21:53 +0000 2017,0.345,0.655,0.0,@CNNnewsroom,RT @CNNPolitics: Why some victims of sexual harassment can't speak out https://t.co/B0eXG3iwXa https://t.co/tP7BWaNC2v,60
-0.5423,Wed Nov 29 15:27:57 +0000 2017,0.156,0.844,0.0,@CNNnewsroom,"""We're taking the issue of sexual harassment very seriously,"" says House Speaker Paul Ryan at Capitol Hill press br… https://t.co/njrgfP6Ivy",61
0.0,Wed Nov 29 02:02:19 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,"Could tax reform be the first major policy victory for Trump and the GOP? Right now, Sens. Bernie Sanders, Ted Cruz… https://t.co/a20ZxNd0p5",62
0.0,Wed Nov 29 01:12:09 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,#TaxDebate at 9 p.m. ET on CNN: Conservative Sens. @TedCruz and @SenatorTimScott debate liberal Sens.… https://t.co/nk2w4pXyGN,63
0.0,Tue Nov 28 20:36:12 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,The Japanese government believes the North Korean missile flew for more than 50 minutes https://t.co/qP9uZHhB0y https://t.co/AU8aTsWMf6,64
0.2714,Tue Nov 28 20:34:48 +0000 2017,0.0,0.87,0.13,@CNNnewsroom,It's #GivingTuesday! Donate to any of this year's Top 10 #CNNHeroes at https://t.co/HPvauSMeWa OR… https://t.co/BuJx0Do33D,65
-0.5574,Tue Nov 28 18:57:34 +0000 2017,0.247,0.753,0.0,@CNNnewsroom,"BREAKING: North Korea has fired a ballistic missile, South Korea says https://t.co/HnKs88ZE2G https://t.co/gDNiOh8sJx",66
0.0,Tue Nov 28 18:01:17 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,RT @CNN: President Trump arrives on Capitol Hill for lunch with Senate Republicans https://t.co/wwwFwuuWVs https://t.co/0UnBg8inFj,67
-0.2732,Tue Nov 28 17:42:57 +0000 2017,0.091,0.909,0.0,@CNNnewsroom,"Sen. Chuck Schumer: ""If the President and Republicans in Congress set out to pass a middle class tax cut as they cl… https://t.co/yO4D6Mzzvx",68
-0.3182,Tue Nov 28 16:40:31 +0000 2017,0.108,0.892,0.0,@CNNnewsroom,"General Secretary of the Alliance of Colonial Era Tribes: Trump showed ""lack of understanding of what would be insu… https://t.co/MePegM9GLI",69
0.0,Tue Nov 28 16:21:29 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,How do pass-through businesses work? @ChristineRomans breaks it down https://t.co/bLMEwJyhwf,70
-0.34,Mon Nov 27 20:05:39 +0000 2017,0.103,0.897,0.0,@CNNnewsroom,"As Donald Trump criticizes CNN, @bencnn responds: ""I don't do it for the money, I do it because I believe in the im… https://t.co/0vCZ6wSo9J",71
0.4215,Mon Nov 27 19:45:58 +0000 2017,0.0,0.896,0.104,@CNNnewsroom,"RT @CNNPR: For nearly four decades, @CNN has been a constant here in the United States and around the world. Our journalists, in front of a…",72
-0.5719,Mon Nov 27 18:46:27 +0000 2017,0.217,0.783,0.0,@CNNnewsroom,"Republican Senator James Lankford thinks Roy Moore should step aside: ""I have no reason to doubt"" Moore's accusers,… https://t.co/pX9KpUpz18",73
0.0,Mon Nov 27 18:40:57 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,"Sen. James Lankford says elected officials should be held to a higher standard, Sen. Franken should go through the… https://t.co/Q1in1aXZ8O",74
-0.1027,Mon Nov 27 18:28:53 +0000 2017,0.104,0.808,0.088,@CNNnewsroom,"RT @CNNPolitics: The Senate GOP's tax plan would increase the deficit by $1.4 trillion over the next 10 years, the Congressional Budget Off…",75
0.3612,Mon Nov 27 18:28:41 +0000 2017,0.0,0.865,0.135,@CNNnewsroom,"Sen. Al Franken apologizes amid groping allegations: ""I know that I've let a lot of people down""… https://t.co/hpAeREf08C",76
-0.3182,Mon Nov 27 18:20:41 +0000 2017,0.103,0.897,0.0,@CNNnewsroom,"RT @CNN: Sen. Al Franken is addressing reporters in the wake of accusations that he groped multiple women.

Live updates: https://t.co/Btsg…",77
0.0,Mon Nov 27 18:13:20 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,RT @CNN: JUST IN: Meghan Markle tells the story of how Prince Harry proposed https://t.co/T3WS8YzVoK https://t.co/Fgh0zLzTgX,78
0.0,Mon Nov 27 16:51:17 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,RT @CNN: The https://t.co/Z3bi2Oh5oJ word of the year for 2017 is... https://t.co/hRGvMphOkO https://t.co/FNFEimfQyJ,79
-0.7003,Mon Nov 27 16:21:53 +0000 2017,0.345,0.655,0.0,@CNNnewsroom,RT @CNNPolitics: Why some victims of sexual harassment can't speak out https://t.co/B0eXG3iwXa https://t.co/tP7BWaNC2v,80
-0.5423,Wed Nov 29 15:27:57 +0000 2017,0.156,0.844,0.0,@CNNnewsroom,"""We're taking the issue of sexual harassment very seriously,"" says House Speaker Paul Ryan at Capitol Hill press br… https://t.co/njrgfP6Ivy",81
0.0,Wed Nov 29 02:02:19 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,"Could tax reform be the first major policy victory for Trump and the GOP? Right now, Sens. Bernie Sanders, Ted Cruz… https://t.co/a20ZxNd0p5",82
0.0,Wed Nov 29 01:12:09 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,#TaxDebate at 9 p.m. ET on CNN: Conservative Sens. @TedCruz and @SenatorTimScott debate liberal Sens.… https://t.co/nk2w4pXyGN,83
0.0,Tue Nov 28 20:36:12 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,The Japanese government believes the North Korean missile flew for more than 50 minutes https://t.co/qP9uZHhB0y https://t.co/AU8aTsWMf6,84
0.2714,Tue Nov 28 20:34:48 +0000 2017,0.0,0.87,0.13,@CNNnewsroom,It's #GivingTuesday! Donate to any of this year's Top 10 #CNNHeroes at https://t.co/HPvauSMeWa OR… https://t.co/BuJx0Do33D,85
-0.5574,Tue Nov 28 18:57:34 +0000 2017,0.247,0.753,0.0,@CNNnewsroom,"BREAKING: North Korea has fired a ballistic missile, South Korea says https://t.co/HnKs88ZE2G https://t.co/gDNiOh8sJx",86
0.0,Tue Nov 28 18:01:17 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,RT @CNN: President Trump arrives on Capitol Hill for lunch with Senate Republicans https://t.co/wwwFwuuWVs https://t.co/0UnBg8inFj,87
-0.2732,Tue Nov 28 17:42:57 +0000 2017,0.091,0.909,0.0,@CNNnewsroom,"Sen. Chuck Schumer: ""If the President and Republicans in Congress set out to pass a middle class tax cut as they cl… https://t.co/yO4D6Mzzvx",88
-0.3182,Tue Nov 28 16:40:31 +0000 2017,0.108,0.892,0.0,@CNNnewsroom,"General Secretary of the Alliance of Colonial Era Tribes: Trump showed ""lack of understanding of what would be insu… https://t.co/MePegM9GLI",89
0.0,Tue Nov 28 16:21:29 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,How do pass-through businesses work? @ChristineRomans breaks it down https://t.co/bLMEwJyhwf,90
-0.34,Mon Nov 27 20:05:39 +0000 2017,0.103,0.897,0.0,@CNNnewsroom,"As Donald Trump criticizes CNN, @bencnn responds: ""I don't do it for the money, I do it because I believe in the im… https://t.co/0vCZ6wSo9J",91
0.4215,Mon Nov 27 19:45:58 +0000 2017,0.0,0.896,0.104,@CNNnewsroom,"RT @CNNPR: For nearly four decades, @CNN has been a constant here in the United States and around the world. Our journalists, in front of a…",92
-0.5719,Mon Nov 27 18:46:27 +0000 2017,0.217,0.783,0.0,@CNNnewsroom,"Republican Senator James Lankford thinks Roy Moore should step aside: ""I have no reason to doubt"" Moore's accusers,… https://t.co/pX9KpUpz18",93
0.0,Mon Nov 27 18:40:57 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,"Sen. James Lankford says elected officials should be held to a higher standard, Sen. Franken should go through the… https://t.co/Q1in1aXZ8O",94
-0.1027,Mon Nov 27 18:28:53 +0000 2017,0.104,0.808,0.088,@CNNnewsroom,"RT @CNNPolitics: The Senate GOP's tax plan would increase the deficit by $1.4 trillion over the next 10 years, the Congressional Budget Off…",95
0.3612,Mon Nov 27 18:28:41 +0000 2017,0.0,0.865,0.135,@CNNnewsroom,"Sen. Al Franken apologizes amid groping allegations: ""I know that I've let a lot of people down""… https://t.co/hpAeREf08C",96
-0.3182,Mon Nov 27 18:20:41 +0000 2017,0.103,0.897,0.0,@CNNnewsroom,"RT @CNN: Sen. Al Franken is addressing reporters in the wake of accusations that he groped multiple women.

Live updates: https://t.co/Btsg…",97
0.0,Mon Nov 27 18:13:20 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,RT @CNN: JUST IN: Meghan Markle tells the story of how Prince Harry proposed https://t.co/T3WS8YzVoK https://t.co/Fgh0zLzTgX,98
0.0,Mon Nov 27 16:51:17 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,RT @CNN: The https://t.co/Z3bi2Oh5oJ word of the year for 2017 is... https://t.co/hRGvMphOkO https://t.co/FNFEimfQyJ,99
-0.7003,Mon Nov 27 16:21:53 +0000 2017,0.345,0.655,0.0,@CNNnewsroom,RT @CNNPolitics: Why some victims of sexual harassment can't speak out https://t.co/B0eXG3iwXa https://t.co/tP7BWaNC2v,100
-0.5423,Wed Nov 29 15:27:57 +0000 2017,0.156,0.844,0.0,@CNNnewsroom,"""We're taking the issue of sexual harassment very seriously,"" says House Speaker Paul Ryan at Capitol Hill press br… https://t.co/njrgfP6Ivy",101
0.0,Wed Nov 29 02:02:19 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,"Could tax reform be the first major policy victory for Trump and the GOP? Right now, Sens. Bernie Sanders, Ted Cruz… https://t.co/a20ZxNd0p5",102
0.0,Wed Nov 29 01:12:09 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,#TaxDebate at 9 p.m. ET on CNN: Conservative Sens. @TedCruz and @SenatorTimScott debate liberal Sens.… https://t.co/nk2w4pXyGN,103
0.0,Tue Nov 28 20:36:12 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,The Japanese government believes the North Korean missile flew for more than 50 minutes https://t.co/qP9uZHhB0y https://t.co/AU8aTsWMf6,104
0.2714,Tue Nov 28 20:34:48 +0000 2017,0.0,0.87,0.13,@CNNnewsroom,It's #GivingTuesday! Donate to any of this year's Top 10 #CNNHeroes at https://t.co/HPvauSMeWa OR… https://t.co/BuJx0Do33D,105
-0.5574,Tue Nov 28 18:57:34 +0000 2017,0.247,0.753,0.0,@CNNnewsroom,"BREAKING: North Korea has fired a ballistic missile, South Korea says https://t.co/HnKs88ZE2G https://t.co/gDNiOh8sJx",106
0.0,Tue Nov 28 18:01:17 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,RT @CNN: President Trump arrives on Capitol Hill for lunch with Senate Republicans https://t.co/wwwFwuuWVs https://t.co/0UnBg8inFj,107
-0.2732,Tue Nov 28 17:42:57 +0000 2017,0.091,0.909,0.0,@CNNnewsroom,"Sen. Chuck Schumer: ""If the President and Republicans in Congress set out to pass a middle class tax cut as they cl… https://t.co/yO4D6Mzzvx",108
-0.3182,Tue Nov 28 16:40:31 +0000 2017,0.108,0.892,0.0,@CNNnewsroom,"General Secretary of the Alliance of Colonial Era Tribes: Trump showed ""lack of understanding of what would be insu… https://t.co/MePegM9GLI",109
0.0,Tue Nov 28 16:21:29 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,How do pass-through businesses work? @ChristineRomans breaks it down https://t.co/bLMEwJyhwf,110
-0.34,Mon Nov 27 20:05:39 +0000 2017,0.103,0.897,0.0,@CNNnewsroom,"As Donald Trump criticizes CNN, @bencnn responds: ""I don't do it for the money, I do it because I believe in the im… https://t.co/0vCZ6wSo9J",111
0.4215,Mon Nov 27 19:45:58 +0000 2017,0.0,0.896,0.104,@CNNnewsroom,"RT @CNNPR: For nearly four decades, @CNN has been a constant here in the United States and around the world. Our journalists, in front of a…",112
-0.5719,Mon Nov 27 18:46:27 +0000 2017,0.217,0.783,0.0,@CNNnewsroom,"Republican Senator James Lankford thinks Roy Moore should step aside: ""I have no reason to doubt"" Moore's accusers,… https://t.co/pX9KpUpz18",113
0.0,Mon Nov 27 18:40:57 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,"Sen. James Lankford says elected officials should be held to a higher standard, Sen. Franken should go through the… https://t.co/Q1in1aXZ8O",114
-0.1027,Mon Nov 27 18:28:53 +0000 2017,0.104,0.808,0.088,@CNNnewsroom,"RT @CNNPolitics: The Senate GOP's tax plan would increase the deficit by $1.4 trillion over the next 10 years, the Congressional Budget Off…",115
0.3612,Mon Nov 27 18:28:41 +0000 2017,0.0,0.865,0.135,@CNNnewsroom,"Sen. Al Franken apologizes amid groping allegations: ""I know that I've let a lot of people down""… https://t.co/hpAeREf08C",116
-0.3182,Mon Nov 27 18:20:41 +0000 2017,0.103,0.897,0.0,@CNNnewsroom,"RT @CNN: Sen. Al Franken is addressing reporters in the wake of accusations that he groped multiple women.

Live updates: https://t.co/Btsg…",117
0.0,Mon Nov 27 18:13:20 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,RT @CNN: JUST IN: Meghan Markle tells the story of how Prince Harry proposed https://t.co/T3WS8YzVoK https://t.co/Fgh0zLzTgX,118
0.0,Mon Nov 27 16:51:17 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,RT @CNN: The https://t.co/Z3bi2Oh5oJ word of the year for 2017 is... https://t.co/hRGvMphOkO https://t.co/FNFEimfQyJ,119
-0.7003,Mon Nov 27 16:21:53 +0000 2017,0.345,0.655,0.0,@CNNnewsroom,RT @CNNPolitics: Why some victims of sexual harassment can't speak out https://t.co/B0eXG3iwXa https://t.co/tP7BWaNC2v,120
0.2023,Wed Nov 29 15:32:52 +0000 2017,0.0,0.859,0.141,@FoxNews,"Google adjusts burger emoji, puts cheese on top of the meat https://t.co/1kKgBYMcIj",1
-0.8591,Wed Nov 29 15:29:29 +0000 2017,0.607,0.307,0.086,@FoxNews,Libyan cleared of murder charges in Benghazi attack https://t.co/74IeGoeJBG,2
-0.8689,Wed Nov 29 15:23:30 +0000 2017,0.421,0.526,0.053,@FoxNews,Kris “Tanto” Paronto on Benghazi suspect cleared of murder charges: “There is still no closure for the families.”… https://t.co/6t7AeEFQ6d,3
-0.4767,Wed Nov 29 15:16:27 +0000 2017,0.205,0.795,0.0,@FoxNews,"'It's Sick': Lahren Rips Unfair Media Coverage of Melania Trump, Sarah Sanders https://t.co/UdfYJ48ltM",4
0.0,Wed Nov 29 15:07:00 +0000 2017,0.0,1.0,0.0,@FoxNews,Danish police find another arm thought to be from beheaded journalist Kim Wall (via @travfed)  https://t.co/lga8z9yuN1,5
-0.8625,Wed Nov 29 14:57:00 +0000 2017,0.516,0.484,0.0,@FoxNews,"War crimes suspect Praljak claims to ingest poison, dies (via @luciasuarezsang)  https://t.co/LA2g64YJrm",6
0.0,Wed Nov 29 14:54:02 +0000 2017,0.0,1.0,0.0,@FoxNews,".@SenJohnThune on tax reform: “In the end, we’re going to have a bill that ultimately drives most of the assistance… https://t.co/H6VNfY5lRm",7
-0.9118,Wed Nov 29 14:42:26 +0000 2017,0.583,0.417,0.0,@FoxNews,Illegal immigrant charged in DUI crash that killed teenage girl (via @byKatherineLam)  https://t.co/lj73sgqMgM,8
-0.4404,Wed Nov 29 14:35:13 +0000 2017,0.225,0.775,0.0,@FoxNews,"Trump retweets videos of alleged attacks by Muslims - via @brookefoxnews
https://t.co/YoZ6d10Icc",9
0.7184,Wed Nov 29 14:25:04 +0000 2017,0.0,0.7,0.3,@FoxNews,"OPINION: @toddstarnes: Thank you, Mr. Trump for bringing 'Merry Christmas' back to the White House… https://t.co/9JT0kvcdli",10
0.1027,Wed Nov 29 14:14:33 +0000 2017,0.092,0.789,0.118,@FoxNews,".@HowardKurtz: ""It's hard to overstate how important Lauer is to that NBC franchise."" https://t.co/FDaVW2tYcs",11
-0.296,Wed Nov 29 14:03:47 +0000 2017,0.136,0.864,0.0,@FoxNews,"ESPN to lay off 150 people, latest round of cuts at sports broadcasting network https://t.co/M0tBRDwqx2",12
-0.34,Wed Nov 29 13:54:58 +0000 2017,0.194,0.806,0.0,@FoxNews,"Matt Lauer's firing from NBC sparks news anchors, celebrities' reaction https://t.co/4Z70bIUaHb",13
0.0,Wed Nov 29 13:53:01 +0000 2017,0.0,1.0,0.0,@FoxNews,".@thejeremyhunt on race relations: ""We're going to have to elevate the conversation... We do have dialogue in this… https://t.co/2cXtIBmk5Y",14
-0.3612,Wed Nov 29 13:48:23 +0000 2017,0.122,0.878,0.0,@FoxNews,The casket of Oakland County Sheriff's Deputy Eric Overall is carried to a hearse after a funeral service in Indepe… https://t.co/8DaeYVTjfm,15
0.0,Wed Nov 29 13:33:18 +0000 2017,0.0,1.0,0.0,@FoxNews,.@DLoesch: “Our rights should not end where a state line ends.” https://t.co/OC0CPsSjzx,16
-0.3612,Wed Nov 29 13:31:50 +0000 2017,0.185,0.815,0.0,@FoxNews,"Lonely widower asks for a place to spend Christmas, gets a thousand responses https://t.co/b9I5tyKhVe",17
-0.3412,Wed Nov 29 13:13:22 +0000 2017,0.231,0.769,0.0,@FoxNews,OPINION: Demonizing white people doesn't improve race relations https://t.co/Utf7FTm8NH,18
-0.4404,Wed Nov 29 12:56:34 +0000 2017,0.225,0.775,0.0,@FoxNews,"Trump retweets videos of alleged attacks by Muslims - via @brookefoxnews

https://t.co/YoZ6d10Icc",19
-0.0431,Wed Nov 29 12:48:19 +0000 2017,0.172,0.665,0.163,@FoxNews,"Conservative Lucian Wintrich arrested at UConn speech titled, 'It's OK to be White' https://t.co/Y2cotuLJbI",20
0.2023,Wed Nov 29 15:32:52 +0000 2017,0.0,0.859,0.141,@FoxNews,"Google adjusts burger emoji, puts cheese on top of the meat https://t.co/1kKgBYMcIj",21
-0.8591,Wed Nov 29 15:29:29 +0000 2017,0.607,0.307,0.086,@FoxNews,Libyan cleared of murder charges in Benghazi attack https://t.co/74IeGoeJBG,22
-0.8689,Wed Nov 29 15:23:30 +0000 2017,0.421,0.526,0.053,@FoxNews,Kris “Tanto” Paronto on Benghazi suspect cleared of murder charges: “There is still no closure for the families.”… https://t.co/6t7AeEFQ6d,23
-0.4767,Wed Nov 29 15:16:27 +0000 2017,0.205,0.795,0.0,@FoxNews,"'It's Sick': Lahren Rips Unfair Media Coverage of Melania Trump, Sarah Sanders https://t.co/UdfYJ48ltM",24
0.0,Wed Nov 29 15:07:00 +0000 2017,0.0,1.0,0.0,@FoxNews,Danish police find another arm thought to be from beheaded journalist Kim Wall (via @travfed)  https://t.co/lga8z9yuN1,25
-0.8625,Wed Nov 29 14:57:00 +0000 2017,0.516,0.484,0.0,@FoxNews,"War crimes suspect Praljak claims to ingest poison, dies (via @luciasuarezsang)  https://t.co/LA2g64YJrm",26
0.0,Wed Nov 29 14:54:02 +0000 2017,0.0,1.0,0.0,@FoxNews,".@SenJohnThune on tax reform: “In the end, we’re going to have a bill that ultimately drives most of the assistance… https://t.co/H6VNfY5lRm",27
-0.9118,Wed Nov 29 14:42:26 +0000 2017,0.583,0.417,0.0,@FoxNews,Illegal immigrant charged in DUI crash that killed teenage girl (via @byKatherineLam)  https://t.co/lj73sgqMgM,28
-0.4404,Wed Nov 29 14:35:13 +0000 2017,0.225,0.775,0.0,@FoxNews,"Trump retweets videos of alleged attacks by Muslims - via @brookefoxnews
https://t.co/YoZ6d10Icc",29
0.7184,Wed Nov 29 14:25:04 +0000 2017,0.0,0.7,0.3,@FoxNews,"OPINION: @toddstarnes: Thank you, Mr. Trump for bringing 'Merry Christmas' back to the White House… https://t.co/9JT0kvcdli",30
0.1027,Wed Nov 29 14:14:33 +0000 2017,0.092,0.789,0.118,@FoxNews,".@HowardKurtz: ""It's hard to overstate how important Lauer is to that NBC franchise."" https://t.co/FDaVW2tYcs",31
-0.296,Wed Nov 29 14:03:47 +0000 2017,0.136,0.864,0.0,@FoxNews,"ESPN to lay off 150 people, latest round of cuts at sports broadcasting network https://t.co/M0tBRDwqx2",32
-0.34,Wed Nov 29 13:54:58 +0000 2017,0.194,0.806,0.0,@FoxNews,"Matt Lauer's firing from NBC sparks news anchors, celebrities' reaction https://t.co/4Z70bIUaHb",33
0.0,Wed Nov 29 13:53:01 +0000 2017,0.0,1.0,0.0,@FoxNews,".@thejeremyhunt on race relations: ""We're going to have to elevate the conversation... We do have dialogue in this… https://t.co/2cXtIBmk5Y",34
-0.3612,Wed Nov 29 13:48:23 +0000 2017,0.122,0.878,0.0,@FoxNews,The casket of Oakland County Sheriff's Deputy Eric Overall is carried to a hearse after a funeral service in Indepe… https://t.co/8DaeYVTjfm,35
0.0,Wed Nov 29 13:33:18 +0000 2017,0.0,1.0,0.0,@FoxNews,.@DLoesch: “Our rights should not end where a state line ends.” https://t.co/OC0CPsSjzx,36
-0.3612,Wed Nov 29 13:31:50 +0000 2017,0.185,0.815,0.0,@FoxNews,"Lonely widower asks for a place to spend Christmas, gets a thousand responses https://t.co/b9I5tyKhVe",37
-0.3412,Wed Nov 29 13:13:22 +0000 2017,0.231,0.769,0.0,@FoxNews,OPINION: Demonizing white people doesn't improve race relations https://t.co/Utf7FTm8NH,38
-0.4404,Wed Nov 29 12:56:34 +0000 2017,0.225,0.775,0.0,@FoxNews,"Trump retweets videos of alleged attacks by Muslims - via @brookefoxnews

https://t.co/YoZ6d10Icc",39
-0.0431,Wed Nov 29 12:48:19 +0000 2017,0.172,0.665,0.163,@FoxNews,"Conservative Lucian Wintrich arrested at UConn speech titled, 'It's OK to be White' https://t.co/Y2cotuLJbI",40
0.2023,Wed Nov 29 15:32:52 +0000 2017,0.0,0.859,0.141,@FoxNews,"Google adjusts burger emoji, puts cheese on top of the meat https://t.co/1kKgBYMcIj",41
