Compound,Date,Negative,Neutral,Positive,Source,Text,Tweets Ago
-0.7003,Wed Nov 29 15:16:47 +0000 2017,0.201,0.799,0.0,@nytimes,"RT @nytopinion: This morning, The New York Times Editorial Board is tweeting here to urge the Senate to reject a tax bill that hurts the mi…",62
-0.7964,Wed Nov 29 15:11:00 +0000 2017,0.392,0.608,0.0,@nytimes,Update: Slobodan Praljak has died after appearing to ingest poison in court https://t.co/xbk3QNmcvc,63
0.0,Wed Nov 29 15:00:35 +0000 2017,0.0,1.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/cxeLHjYmK5 https://t.co/Fk9hi6ijNf,64
0.0,Wed Nov 29 14:47:04 +0000 2017,0.0,1.0,0.0,@nytimes,"In recent months, Trump has used closed-door conversations to question the authenticity of Obama's birth certificat… https://t.co/NcTQl1Mw3b",65
-0.3182,Wed Nov 29 14:39:06 +0000 2017,0.206,0.687,0.107,@nytimes,"A Libyan was convicted for planning the 2012 Benghazi attack that killed 4 Americans, but he was acquitted of murde… https://t.co/8ovGpCo739",66
-0.34,Wed Nov 29 14:30:09 +0000 2017,0.231,0.769,0.0,@nytimes,"Matt Lauer's firing was announced on ""Today."" A transcript: https://t.co/KqeqLAHsPm",67
0.0,Wed Nov 29 14:20:13 +0000 2017,0.0,1.0,0.0,@nytimes,"Jay-Z sat down with Dean Baquet, the executive editor of The New York Times, for a discussion on race, rap, politic… https://t.co/fH3BRLeNt4",68
0.0,Wed Nov 29 14:11:04 +0000 2017,0.0,1.0,0.0,@nytimes,"See the internet in real life, in our #Daily360: https://t.co/QIuZH8JUp4",69
-0.25,Wed Nov 29 14:00:28 +0000 2017,0.095,0.905,0.0,@nytimes,"More than 200,000 phone calls were placed to Congress in protest. 500,000 comments were left on the FCC's website. https://t.co/D9u4SOaz98",70
-0.3182,Wed Nov 29 13:45:07 +0000 2017,0.108,0.892,0.0,@nytimes,Jimmy Fallon lost 21% of his audience year over year as viewers flock to Stephen Colbert and Jimmy Kimmel https://t.co/B7QvgalGZr,71
0.0,Wed Nov 29 13:31:02 +0000 2017,0.0,1.0,0.0,@nytimes,The full Senate could begin to consider the tax overhaul as early as Wednesday afternoon  https://t.co/zNZuIJ9RoD,72
-0.4019,Wed Nov 29 13:16:30 +0000 2017,0.182,0.711,0.107,@nytimes,Breaking News: President Trump shared videos on Twitter supposedly showing violence by Muslims. They're likely to f… https://t.co/7Rvintthyw,73
0.0,Wed Nov 29 13:00:25 +0000 2017,0.0,1.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/A86F9yccF4 https://t.co/HbimHiDevw,74
-0.4767,Wed Nov 29 12:49:02 +0000 2017,0.14,0.86,0.0,@nytimes,Lucian Wintrich of The Gateway Pundit was arrested after he appeared to grab a woman during his speech at UConn https://t.co/JeDguv37cf,75
0.8225,Wed Nov 29 12:40:04 +0000 2017,0.0,0.664,0.336,@nytimes,"""Let us make this perfectly clear: The tape is very real,"" said an ""Access Hollywood"" host https://t.co/cwbV2qF9G3",76
-0.926,Wed Nov 29 12:31:07 +0000 2017,0.474,0.526,0.0,@nytimes,"A former Croat leader claimed to have drunk poison in a Hague courtroom, throwing his war crimes hearing into chaos https://t.co/sWxeMTXegj",77
-0.5267,Wed Nov 29 12:21:02 +0000 2017,0.207,0.793,0.0,@nytimes,"Republicans say the $1.5 trillion tax bill pays for itself, but experts disagree https://t.co/nIbZITnNfq",78
0.5859,Wed Nov 29 12:11:03 +0000 2017,0.0,0.745,0.255,@nytimes,Republicans are in tantalizing reach of their first real legislative success of the Trump era https://t.co/rFlydXFvfI,79
-0.7964,Wed Nov 29 12:08:36 +0000 2017,0.321,0.679,0.0,@nytimes,"Breaking News: Matt Lauer, NBC's leading morning news anchor, has been fired over sexual harassment allegations https://t.co/la9jVI19l7",80
-0.5713,Wed Nov 29 15:29:03 +0000 2017,0.19,0.81,0.0,@nytimes,Scaramucci stood by his threat to sue a student newspaper and one of its writers if he did not apologize for critic… https://t.co/4icxsOjE5s,81
-0.7003,Wed Nov 29 15:16:47 +0000 2017,0.201,0.799,0.0,@nytimes,"RT @nytopinion: This morning, The New York Times Editorial Board is tweeting here to urge the Senate to reject a tax bill that hurts the mi…",82
-0.7964,Wed Nov 29 15:11:00 +0000 2017,0.392,0.608,0.0,@nytimes,Update: Slobodan Praljak has died after appearing to ingest poison in court https://t.co/xbk3QNmcvc,83
0.0,Wed Nov 29 15:00:35 +0000 2017,0.0,1.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/cxeLHjYmK5 https://t.co/Fk9hi6ijNf,84
0.0,Wed Nov 29 14:47:04 +0000 2017,0.0,1.0,0.0,@nytimes,"In recent months, Trump has used closed-door conversations to question the authenticity of Obama's birth certificat… https://t.co/NcTQl1Mw3b",85
-0.3182,Wed Nov 29 14:39:06 +0000 2017,0.206,0.687,0.107,@nytimes,"A Libyan was convicted for planning the 2012 Benghazi attack that killed 4 Americans, but he was acquitted of murde… https://t.co/8ovGpCo739",86
-0.34,Wed Nov 29 14:30:09 +0000 2017,0.231,0.769,0.0,@nytimes,"Matt Lauer's firing was announced on ""Today."" A transcript: https://t.co/KqeqLAHsPm",87
0.0,Wed Nov 29 14:20:13 +0000 2017,0.0,1.0,0.0,@nytimes,"Jay-Z sat down with Dean Baquet, the executive editor of The New York Times, for a discussion on race, rap, politic… https://t.co/fH3BRLeNt4",88
0.0,Wed Nov 29 14:11:04 +0000 2017,0.0,1.0,0.0,@nytimes,"See the internet in real life, in our #Daily360: https://t.co/QIuZH8JUp4",89
-0.25,Wed Nov 29 14:00:28 +0000 2017,0.095,0.905,0.0,@nytimes,"More than 200,000 phone calls were placed to Congress in protest. 500,000 comments were left on the FCC's website. https://t.co/D9u4SOaz98",90
-0.3182,Wed Nov 29 13:45:07 +0000 2017,0.108,0.892,0.0,@nytimes,Jimmy Fallon lost 21% of his audience year over year as viewers flock to Stephen Colbert and Jimmy Kimmel https://t.co/B7QvgalGZr,91
0.0,Wed Nov 29 13:31:02 +0000 2017,0.0,1.0,0.0,@nytimes,The full Senate could begin to consider the tax overhaul as early as Wednesday afternoon  https://t.co/zNZuIJ9RoD,92
-0.4019,Wed Nov 29 13:16:30 +0000 2017,0.182,0.711,0.107,@nytimes,Breaking News: President Trump shared videos on Twitter supposedly showing violence by Muslims. They're likely to f… https://t.co/7Rvintthyw,93
0.0,Wed Nov 29 13:00:25 +0000 2017,0.0,1.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/A86F9yccF4 https://t.co/HbimHiDevw,94
-0.4767,Wed Nov 29 12:49:02 +0000 2017,0.14,0.86,0.0,@nytimes,Lucian Wintrich of The Gateway Pundit was arrested after he appeared to grab a woman during his speech at UConn https://t.co/JeDguv37cf,95
0.8225,Wed Nov 29 12:40:04 +0000 2017,0.0,0.664,0.336,@nytimes,"""Let us make this perfectly clear: The tape is very real,"" said an ""Access Hollywood"" host https://t.co/cwbV2qF9G3",96
-0.926,Wed Nov 29 12:31:07 +0000 2017,0.474,0.526,0.0,@nytimes,"A former Croat leader claimed to have drunk poison in a Hague courtroom, throwing his war crimes hearing into chaos https://t.co/sWxeMTXegj",97
-0.5267,Wed Nov 29 12:21:02 +0000 2017,0.207,0.793,0.0,@nytimes,"Republicans say the $1.5 trillion tax bill pays for itself, but experts disagree https://t.co/nIbZITnNfq",98
0.5859,Wed Nov 29 12:11:03 +0000 2017,0.0,0.745,0.255,@nytimes,Republicans are in tantalizing reach of their first real legislative success of the Trump era https://t.co/rFlydXFvfI,99
-0.7964,Wed Nov 29 12:08:36 +0000 2017,0.321,0.679,0.0,@nytimes,"Breaking News: Matt Lauer, NBC's leading morning news anchor, has been fired over sexual harassment allegations https://t.co/la9jVI19l7",100
-0.5713,Wed Nov 29 15:29:03 +0000 2017,0.19,0.81,0.0,@nytimes,Scaramucci stood by his threat to sue a student newspaper and one of its writers if he did not apologize for critic… https://t.co/4icxsOjE5s,101
-0.7003,Wed Nov 29 15:16:47 +0000 2017,0.201,0.799,0.0,@nytimes,"RT @nytopinion: This morning, The New York Times Editorial Board is tweeting here to urge the Senate to reject a tax bill that hurts the mi…",102
-0.7964,Wed Nov 29 15:11:00 +0000 2017,0.392,0.608,0.0,@nytimes,Update: Slobodan Praljak has died after appearing to ingest poison in court https://t.co/xbk3QNmcvc,103
0.0,Wed Nov 29 15:00:35 +0000 2017,0.0,1.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/cxeLHjYmK5 https://t.co/Fk9hi6ijNf,104
0.0,Wed Nov 29 14:47:04 +0000 2017,0.0,1.0,0.0,@nytimes,"In recent months, Trump has used closed-door conversations to question the authenticity of Obama's birth certificat… https://t.co/NcTQl1Mw3b",105
-0.3182,Wed Nov 29 14:39:06 +0000 2017,0.206,0.687,0.107,@nytimes,"A Libyan was convicted for planning the 2012 Benghazi attack that killed 4 Americans, but he was acquitted of murde… https://t.co/8ovGpCo739",106
-0.34,Wed Nov 29 14:30:09 +0000 2017,0.231,0.769,0.0,@nytimes,"Matt Lauer's firing was announced on ""Today."" A transcript: https://t.co/KqeqLAHsPm",107
0.0,Wed Nov 29 14:20:13 +0000 2017,0.0,1.0,0.0,@nytimes,"Jay-Z sat down with Dean Baquet, the executive editor of The New York Times, for a discussion on race, rap, politic… https://t.co/fH3BRLeNt4",108
0.0,Wed Nov 29 14:11:04 +0000 2017,0.0,1.0,0.0,@nytimes,"See the internet in real life, in our #Daily360: https://t.co/QIuZH8JUp4",109
-0.25,Wed Nov 29 14:00:28 +0000 2017,0.095,0.905,0.0,@nytimes,"More than 200,000 phone calls were placed to Congress in protest. 500,000 comments were left on the FCC's website. https://t.co/D9u4SOaz98",110
-0.3182,Wed Nov 29 13:45:07 +0000 2017,0.108,0.892,0.0,@nytimes,Jimmy Fallon lost 21% of his audience year over year as viewers flock to Stephen Colbert and Jimmy Kimmel https://t.co/B7QvgalGZr,111
0.0,Wed Nov 29 13:31:02 +0000 2017,0.0,1.0,0.0,@nytimes,The full Senate could begin to consider the tax overhaul as early as Wednesday afternoon  https://t.co/zNZuIJ9RoD,112
-0.4019,Wed Nov 29 13:16:30 +0000 2017,0.182,0.711,0.107,@nytimes,Breaking News: President Trump shared videos on Twitter supposedly showing violence by Muslims. They're likely to f… https://t.co/7Rvintthyw,113
0.0,Wed Nov 29 13:00:25 +0000 2017,0.0,1.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/A86F9yccF4 https://t.co/HbimHiDevw,114
-0.4767,Wed Nov 29 12:49:02 +0000 2017,0.14,0.86,0.0,@nytimes,Lucian Wintrich of The Gateway Pundit was arrested after he appeared to grab a woman during his speech at UConn https://t.co/JeDguv37cf,115
0.8225,Wed Nov 29 12:40:04 +0000 2017,0.0,0.664,0.336,@nytimes,"""Let us make this perfectly clear: The tape is very real,"" said an ""Access Hollywood"" host https://t.co/cwbV2qF9G3",116
-0.926,Wed Nov 29 12:31:07 +0000 2017,0.474,0.526,0.0,@nytimes,"A former Croat leader claimed to have drunk poison in a Hague courtroom, throwing his war crimes hearing into chaos https://t.co/sWxeMTXegj",117
-0.5267,Wed Nov 29 12:21:02 +0000 2017,0.207,0.793,0.0,@nytimes,"Republicans say the $1.5 trillion tax bill pays for itself, but experts disagree https://t.co/nIbZITnNfq",118
0.5859,Wed Nov 29 12:11:03 +0000 2017,0.0,0.745,0.255,@nytimes,Republicans are in tantalizing reach of their first real legislative success of the Trump era https://t.co/rFlydXFvfI,119
-0.7964,Wed Nov 29 12:08:36 +0000 2017,0.321,0.679,0.0,@nytimes,"Breaking News: Matt Lauer, NBC's leading morning news anchor, has been fired over sexual harassment allegations https://t.co/la9jVI19l7",120
